frumstæðum	frumstæður	lvfþsf
hugmyndum	hugmynd	nvfþ
um	um	af
upphaf	upphaf	nheo
trúarbragða	trúarbrögð	nhfe
.	.	pl

telja	telja	sfg3fn
sumir	sumur	fokfn
að	að	c
ekki	ekki	aa
sé	vera	svg3en
hægt	hægur	lhensf
að	að	cn
einangra	einangra	sng
mana	mana	nheo
sem	sem	c
ópersónulegan	ópersónulegur	lkeosf
mátt	máttur	nkeo
eða	eða	c
megin	megin	nheo
heldur	heldur	c
sé	vera	svg3en
það	það	fphen
virkt	virkur	lhensf
og	og	c
frummerking	frummerking	nven
þess	það	fphee
sé	vera	svg3en
að	að	cn
geta	geta	sng
,	,	pk
kunna	kunna	sng
.	.	pl

Aðrir	annar	fokfn
halda	halda	sfg3fn
fast	fast	aa
við	við	af
það	það	fpheo
að	að	cn
mana	mana	nhen
og	og	c
orenda	orenda	nhen
sé	vera	svg3en
algerlega	algerlega	aa
ópersónulegt	ópersónulegur	lhensf
og	og	c
vélrænt	vélrænn	lhensf
,	,	pk
og	og	c
því	því	aa
sé	vera	svg3en
ekki	ekki	aa
hægt	hægur	lhensf
að	að	cn
jafna	jafna	sng
við	við	af
töframátt	töframáttur	nkeo
.	.	pl

töfrar	töfrar	nkfn
eru	vera	sfg3fn
ætíð	ætíð	aa
tengdir	tengja	sþgkfn
athöfn	athöfn	nveþ
.	.	pl

Mana	mana	nhen
verður	verða	sfg3en
notað	nota	sþghen
til	til	af
töfra	töfrar	nkfe
ef	ef	c
menn	maður	nkfn
kunna	kunna	sfg3fn
með	með	af
það	það	fpheo
að	að	cn
fara	fara	sng
en	en	c
það	það	fphen
tengist	tengja	sfm3en
ekki	ekki	aa
töfrum	töfrar	nkfþ
sjálfkrafa	sjálfkrafa	aa
.	.	pl

Krafthleðsla	krafthleðsla	nven
hluta	hlutur	nkfe
,	,	pk
máttur	máttur	nken
eða	eða	c
megin	megin	nhen
sem	sem	ct
fylgir	fylgja	sfg3en
mönnum	maður	nkfþ
eða	eða	c
fyrirbærum	fyrirbæri	nhfþ
leiðir	leiða	sfg3en
hugann	hugi	nkeog
að	að	af
hinum	hinn	gkeþ
guðlega	guðlegur	lkeþvf
mætti	máttur	nkeþ
,	,	pk
en	en	c
þess	það	fphee
ber	bera	sfg3en
að	að	cn
gæta	gæta	sng
að	að	cn
mana	mana	nhen
virðist	virða	sfm3en
vera	vera	sng
án	án	af
tengsla	tengsl	nhfe
við	við	af
siðræn	siðrænn	lhfosf
lögmál	lögmál	nhfo
.	.	pl

Hinn	hinn	gken
guðlegi	guðlegur	lkenvf
máttur	máttur	nken
eða	eða	c
vilji	vilji	nken
guðs	guð	nkee
eða	eða	c
guða	guð	nkfe
er	vera	sfg3en
siðrænn	siðrænn	lkensf
í	í	af
eðli	eðli	nheþ
sínu	sinn	feheþ
og	og	c
verkar	verka	sfg3en
sjálfkrafa	sjálfkrafa	aa
ef	ef	c
menn	maður	nkfn
fara	fara	sfg3fn
rétt	rétt	aa
með	með	af
helgisiði	helgisiður	nkfo
eða	eða	c
jafnvel	jafnvel	aa
ef	ef	c
þeir	hann	fpkfn
trúa	trúa	sfg3fn
ákveðnum	ákveðinn	lkfþsf
hlutum	hlutur	nkfþ
.	.	pl

tilbeiðsla	tilbeiðsla	nven
og	og	c
lotning	lotning	nven
virðist	virða	sfm3en
ætíð	ætíð	aa
vera	vera	sng
tengd	tengja	sþgven
guðdómum	guðdómur	nkfþ
,	,	pk
en	en	c
ekki	ekki	aa
verður	verða	sfg3en
séð	sjá	sþghen
að	að	c
nokkuð	nokkur	fohen
slíkt	slíkur	fbhen
sé	vera	svg3en
í	í	af
sambandi	samband	nheþ
við	við	af
mana	mana	nheo
.	.	pl

Guðlegir	guðlegur	lkfnsf
hlutir	hlutur	nkfn
eru	vera	sfg3fn
vissulega	vissulega	aa
varasamir	varasamur	lkfnsf
,	,	pk
jafnvel	jafnvel	aa
hættulegir	hættulegur	lkfnsf
þeim	sá	fakfþ
sem	sem	ct
ekki	ekki	aa
kunna	kunna	sfg3fn
með	með	af
að	að	cn
fara	fara	sng
.	.	pl

Það	það	fphen
má	mega	sfg3en
því	því	aa
segja	segja	sng
að	að	c
mana	mana	nhen
sé	vera	svg3en
í	í	af
guðdómnum	guðdómur	nkeþg
þar	þar	aa
eð	eð	c
höfuðeinkenni	höfuðeinkenni	nhen
átrúnaðar	átrúnaður	nkee
er	vera	sfg3en
trú	trú	nven
á	á	af
yfirnáttúrlega	yfirnáttúrlegur	lveosf
veröld	veröld	nveo
og	og	c
máttarvöld	máttarvald	nhfo
en	en	c
mana	mana	nhen
er	vera	sfg3en
aðeins	aðeins	aa
eitt	einn	tfhen
af	af	af
því	sá	faheþ
sem	sem	ct
einkennir	einkenna	sfg3en
guðdóma	guðdómur	nkfo
,	,	pk
og	og	c
þá	þá	aa
er	vera	sfg3en
ekki	ekki	aa
hægt	hægur	lhensf
að	að	cn
halda	halda	sng
því	það	fpheþ
fram	fram	aa
að	að	c
mana	mana	nhen
sé	vera	svg3en
upphaf	upphaf	nhen
átrúnaðar	átrúnaður	nkee
heldur	heldur	c
miklu	mikill	lheþsf
fremur	fremur	aam
að	að	c
það	það	fphen
sé	vera	svg3en
utan	utan	af
átrúnaðar	átrúnaður	nkee
,	,	pk
fremur	fremur	aam
merki	merki	nhen
um	um	af
óreglu	óregla	nveo
en	en	c
þá	sá	faveo
reglu	regla	nveo
sem	sem	ct
leitast	leita	sþmhen
er	vera	sfg3en
við	við	af
að	að	cn
finna	finna	sng
í	í	af
trúarhugmyndum	trúarhugmynd	nvfþ
.	.	pl

Máttarvöld	máttarvald	nhfn
eru	vera	sfg3fn
talin	telja	sþghfn
ráða	ráða	sng
örlögum	örlög	nhfþ
manna	maður	nkfe
og	og	c
samfélagsins	samfélag	nheeg
alls	allur	fohee
og	og	c
fara	fara	sng
þá	þá	aa
eftir	eftir	af
vissum	viss	lvfþsf
reglum	regla	nvfþ
,	,	pk
forákvörðunum	forákvörðun	nvfþ
,	,	pk
eða	eða	c
þau	það	fphfn
bregðast	bregða	sfm3fn
við	við	af
athöfnum	athöfn	nvfþ
manna	maður	nkfe
,	,	pk
taka	taka	sfg3fn
við	við	af
fórnum	fórn	nvfþ
,	,	pk
bænum	bæn	nvfþ
,	,	pk
tilbeiðslu	tilbeiðsla	nveþ
,	,	pk
og	og	c
á	á	af
þann	sá	fakeo
hátt	háttur	nkeo
geta	geta	sfg3fn
menn	maður	nkfn
haft	hafa	sþghen
samband	samband	nheo
við	við	af
máttarvöldin	máttarvald	nhfog
og	og	c
hagað	haga	sþghen
lífi	líf	nheþ
sínu	sinn	feheþ
í	í	af
samræmi	samræmi	nheþ
við	við	af
þá	sá	faveo
þekkingu	þekking	nveo
sem	sem	ct
þeir	hann	fpkfn
hafa	hafa	sfg3fn
á	á	af
þessum	þessi	fahfþ
öflum	afl	nhfþ
.	.	pl

Mana	mana	nhen
er	vera	sfg3en
hins	hinn	fakee
vegar	vegur	nkee
viljalaust	viljalaus	lhensf
og	og	c
virkar	virka	sfg3en
blint	blindur	lhensf
.	.	pl

Aðeins	aðeins	aa
fáum	fár	lkfþsf
tekst	taka	sfm3en
að	að	cn
notfæra	notfæra	sng
sér	sig	fpkfþ
það	það	fpheo
í	í	af
einhverjum	einhver	fokeþ
tilgangi	tilgangur	nkeþ
,	,	pk
góðum	góður	lkeþsf
eða	eða	c
illum	illur	lkeþsf
.	.	pl

Því	því	aa
er	vera	sfg3en
vafasamt	vafasamur	lhensf
hvort	hvort	c
hægt	hægur	lhensf
er	vera	sfg3en
að	að	cn
tengja	tengja	sng
það	það	fpheo
frumrænum	frumrænn	lvfþsf
trúarlegum	trúarlegur	lvfþsf
hugmyndum	hugmynd	nvfþ
um	um	af
máttarvöldin	máttarvald	nhfog
.	.	pl

Þó	þó	aa
verður	verða	sfg3en
að	að	cn
hafa	hafa	sng
í	í	af
huga	hugi	nkeþ
að	að	c
svo	svo	aa
víða	víða	aa
koma	koma	sfg3fn
fyrir	fyrir	aa
hugmyndir	hugmynd	nvfn
um	um	af
mátt	máttur	nkeo
eða	eða	c
megin	megin	nheo
alls	allur	fokee
konar	konar	nkee
fyrirbæra	fyrirbæri	nhfe
,	,	pk
dýra	dýr	nhfe
,	,	pk
manna	maður	nkfe
,	,	pk
hugsana	hugsun	nvfe
og	og	c
athafna	athöfn	nvfe
,	,	pk
að	að	cn
ætla	ætla	sng
verður	verða	sfg3en
að	að	c
þær	hún	fpvfn
séu	vera	svg3fn
hluti	hluti	nken
af	af	af
frumstæðum	frumstæður	lvfþsf
trúarhugmyndum	trúarhugmynd	nvfþ
þótt	þótt	c
þær	hún	fpvfn
séu	vera	svg3fn
ekki	ekki	aa
upphaf	upphaf	nhen
trúar	trú	nvee
.	.	pl

Bannhelgi	bannhelgi	nven
,	,	pk
tabú	tabú	nhen
Náskyld	náskyldur	lvensf
hugmyndum	hugmynd	nvfþ
um	um	af
mana	mana	nheo
er	vera	sfg3en
bannhelgin	bannhelgi	nveng
,	,	pk
tabú	tabú	nhen
.	.	pl

tabú	tabú	nhen
er	vera	sfg3en
eins	eins	aa
og	og	c
áður	áður	aa
segir	segja	sfg3en
melanesískt	melanesískur	lhensf
orð	orð	nhen
og	og	c
merkir	merkja	sfg3en
hið	hinn	ghen
bannaða	bannaður	lhenvf
.	.	pl

Steiner	Steiner	n----s
fjallar	fjalla	sfg3en
ítarlega	ítarlega	aa
um	um	af
orðið	orð	nheog
og	og	c
merkingu	merking	nveo
þess	það	fphee
(	(	pa
Steiner	Steiner	n----s
,	,	pk
1967:32	1967:32	ta
o.	o.	ks
á.	á.	ks
)	)	pa
.	.	pl

Bannhelgin	bannhelgi	nveng
fjallar	fjalla	sfg3en
um	um	af
það	sá	faheo
sem	sem	ct
ekki	ekki	aa
má	mega	sfg3en
gera	gera	sng
,	,	pk
ekki	ekki	aa
má	mega	sfg3en
snerta	snerta	sng
né	né	c
nefna	nefna	sng
.	.	pl

Meðal	meðal	af
allra	allur	fovfe
þjóða	þjóð	nvfe
þekkist	þekkja	sfm3en
bannhelgi	bannhelgi	nven
þó	þó	aa
að	að	c
áhrif	áhrif	nhfn
hennar	hún	fpvee
og	og	c
máttur	máttur	nken
sé	vera	svg3en
mismunandi	mismunandi	lkenof
.	.	pl

Í	í	af
þjóðtrú	þjóðtrú	nveþ
og	og	c
þjóðsögum	þjóðsaga	nvfþ
eru	vera	sfg3fn
fjölmörg	fjölmargur	lhfnsf
dæmi	dæmi	nhfn
um	um	af
hana	hún	fpveo
og	og	c
í	í	af
daglegu	daglegur	lheþsf
lífi	líf	nheþ
þekkja	þekkja	sfg3fn
flestir	margur	lkfnse
einhver	einhver	fohfo
dæmi	dæmi	nhfo
um	um	af
hana	hún	fpveo
.	.	pl

Þegar	þegar	c
brotið	brjóta	sþghen
er	vera	sfg3en
gegn	gegn	af
bannhelgi	bannhelgi	nveþ
eru	vera	sfg3fn
afleiðingarnar	afleiðing	nvfng
refsing	refsing	nven
í	í	af
formi	form	nheþ
einhverra	einhver	fohfe
vandræða	vandræði	nhfe
,	,	pk
slysa	slys	nhfe
,	,	pk
sjúkdóma	sjúkdómur	nkfe
eða	eða	c
jafnvel	jafnvel	aa
dauða	dauði	nkee
.	.	pl

Brot	brot	nhen
gegn	gegn	af
bannhelgi	bannhelgi	nveþ
bitnar	bitna	sfg3en
ekki	ekki	aa
aðeins	aðeins	aa
á	á	af
þeim	sá	fakfþ
sem	sem	ct
viljandi	viljandi	aa
eða	eða	c
óviljandi	óviljandi	aa
brjóta	brjóta	sfg3fn
gegn	gegn	af
henni	hún	fpveþ
.	.	pl

Aðrir	annar	fokfn
geta	geta	sfg3fn
liðið	líða	sþghen
fyrir	fyrir	af
brot	brot	nhfo
annarra	annar	fokfe
,	,	pk
og	og	c
jafnvel	jafnvel	aa
getur	geta	sfg3en
allt	allur	fohen
samfélagið	samfélag	nheng
verið	vera	sþghen
í	í	af
hættu	hætta	nveþ
ef	ef	c
einhver	einhver	foken
þegna	þegn	nkfe
þess	það	fphee
fylgir	fylgja	sfg3en
ekki	ekki	aa
þeim	sá	favfþ
reglum	regla	nvfþ
sem	sem	ct
kveða	kveða	sfg3fn
á	á	aa
um	um	aa
hvað	hver	fshen
sé	vera	svg3en
leyfilegt	leyfilegur	lhensf
og	og	c
hvað	hver	fshen
bannað	bannaður	lhensf
.	.	pl

Héraðsdóms	Héraðsdómur	nkee-s
Reykjavíkur	Reykjavík	nvee-s
6.	6.	ta
júní	júní	nkeo
2008	2008	ta
í	í	af
máli	mál	nheþ
nr.	nr.	ks
E-7823	e-7823	ta
/	/	pa
2006	2006	ta
:	:	pa

Áslaug	Áslaug	nven-s
Þorgeirsdóttir	Þorgeirsdóttir	nven-s

(	(	pa
Benedikt	Benedikt	nken-s
Ólafsson	Ólafsson	nken-s
hrl.	hrl.	ks
)	)	pa

gegn	gegn	af

Listaháskóla	Listaháskóli	nkeþ-s
Íslands	Ísland	nhee-s

(	(	pa
Sigurbjörn	Sigurbjörn	nken-s
Magnússon	Magnússon	nken-s
hrl.	hrl.	ks
)	)	pa

Ár	ár	nheo
2008	2008	ta
,	,	pk
föstudaginn	föstudagur	nkeog
6.	6.	ta
júní	júní	nkeo
,	,	pk
er	vera	sfg3en
á	á	af
dómþingi	dómþing	nheþ
Héraðsdóms	Héraðsdómur	nkee-s
Reykjavíkur	Reykjavík	nvee-s
,	,	pk
sem	sem	ct
háð	heyja	sþghen
er	vera	sfg3en
í	í	af
Dómhúsinu	Dómhús	nheþgs
við	við	af
Lækjartorg	Lækjartorg	nheo-s
af	af	af
Allani	Allan	nkeþ-s
Vagni	Vagn	nkeþ-s
Magnússyni	Magnússon	nkeþ-s
héraðsdómara	héraðsdómari	nkeþ
,	,	pk
ásamt	ásamt	af
meðdómsmönnunum	meðdómsmaður	nkfþg
Elínu	Elín	nveþ-s
Ólafsdóttur	Ólafsdóttir	nveþ-s
og	og	c
Jóni	Jón	nkeþ-s
Hjaltalín	Hjaltalín	nkeþ-s
Ólafssyni	Ólafsson	nkeþ-s
læknum	læknir	nkfþ
kveðinn	kveða	sþgken
upp	upp	aa
dómur	dómur	nken
í	í	af
málinu	mál	nheþg
nr.	nr.	ks
E-	e	x
7823/2006	7823/2006	ta

Áslaug	Áslaug	nven-s
Þorgeirsdóttir	Þorgeirsdóttir	nven-s

(	(	pa
Benedikt	Benedikt	nken-s
Ólafsson	Ólafsson	nken-s
hrl.	hrl.	ks
)	)	pa

gegn	gegn	af

Listaháskóla	Listaháskóli	nkeþ-s
Íslands	Ísland	nhee-s

(	(	pa
Stefán	Stefán	nken-s
A.	A.	ks
Svensson	Svensson	nken-s
hdl.	hdl.	ks
)	)	pa

Mál	mál	nhen
þetta	þessi	fahen
,	,	pk
sem	sem	ct
dómtekið	dómtaka	sþghen
var	vera	sfg3eþ
28.	28.	ta
maí	maí	nkeo
sl.	sl.	ks
,	,	pk
er	vera	sfg3en
höfðað	höfða	sþghen
með	með	af
stefnu	stefna	nveþ
birtri	birta	sþgveþ
15.	15.	ta
desember	desember	nkeo
2006	2006	ta
.	.	pl

Stefnandi	stefnandi	nken
er	vera	sfg3en
Áslaug	Áslaug	nven-s
Þorgeirsdóttir	Þorgeirsdóttir	nven-s
,	,	pk
Nygaardsvej	Nygaardsvej	n----s
49b	49b	ta
,	,	pk
Kaupmannahöfn	Kaupmannahöfn	nveþ-s
.	.	pl

Stefndi	stefndur	lkenvf
er	vera	sfg3en
Listaháskóli	Listaháskóli	nken-s
Íslands	Ísland	nhee-s
,	,	pk
Skipholti	Skipholt	nheþ-s
1	1	ta
,	,	pk
Reykjavík	Reykjavík	nveþ-s
.	.	pl

Dómkröfur	dómkrafa	nvfn
stefnanda	stefnandi	nkee
eru	vera	sfg3fn
þær	hún	fpvfn
að	að	c
stefndi	stefndur	lkenvf
greiði	greiða	svg3en
henni	hún	fpveþ
15.414.976	15.414.976	ta
krónur	króna	nvfo
ásamt	ásamt	af
4,5%	4,5%	tp
ársvöxtum	ársvextir	nkfþ
af	af	af
14.662.516	14.662.516	ta
krónum	króna	nvfþ
frá	frá	af
19.	19.	ta
janúar	janúar	nkeþ
2001	2001	ta
til	til	af
1.	1.	ta
maí	maí	nkee
2001	2001	ta
en	en	c
af	af	af
15.414.976	15.414.976	ta
krónum	króna	nvfþ
frá	frá	af
þeim	sá	fakeþ
degi	dagur	nkeþ
til	til	af
16.	16.	ta
janúar	janúar	nkee
2007	2007	ta
en	en	c
með	með	af
dráttarvöxtum	dráttarvextir	nkfþ
skv.	skv.	ks
9.	9.	ta
gr.	gr.	ks
laga	lag	nhfe
nr.	nr.	ks
38/2001	38/2001	ta
um	um	af
vexti	vöxtur	nkfo
og	og	c
verðtryggingu	verðtrygging	nveo
frá	frá	af
þeim	sá	fakeþ
degi	dagur	nkeþ
til	til	af
greiðsludags	greiðsludagur	nkee
.	.	pl

Til	til	af
vara	vari	nkee
er	vera	sfg3en
þess	það	fphee
krafist	krefja	sþmhen
að	að	c
stefnandi	stefnandi	nken
greiði	greiða	svg3en
stefnanda	stefnandi	nkeþ
5.639.965	5.639.965	ta
krónur	króna	nvfo
ásamt	ásamt	af
4,5%	4,5%	tp
ársvöxtum	ársvextir	nkfþ
af	af	af
4.887.505	4.887.505	ta
krónum	króna	nvfþ
frá	frá	af
19.	19.	ta
janúar	janúar	nkeþ
2001	2001	ta
til	til	af
1.	1.	ta
maí	maí	nkee
2001	2001	ta
en	en	c
af	af	af
5.639.965	5.639.965	ta
krónum	króna	nvfþ
frá	frá	af
þeim	sá	fakeþ
degi	dagur	nkeþ
til	til	af
16.	16.	ta
janúar	janúar	nkee
2007	2007	ta
en	en	c
með	með	af
dráttarvöxtum	dráttarvextir	nkfþ
skv.	skv.	ks
9.	9.	ta
gr.	gr.	ks
laga	lag	nhfe
nr.	nr.	ks
38/2001	38/2001	ta
um	um	af
vexti	vöxtur	nkfo
og	og	c
verðtryggingu	verðtrygging	nveo
frá	frá	af
þeim	sá	fakeþ
degi	dagur	nkeþ
til	til	af
greiðsludags	greiðsludagur	nkee
.	.	pl

Til	til	af
þrautavara	þrautavari	nkee
er	vera	sfg3en
þess	það	fphee
krafist	krefja	sþmhen
að	að	c
stefndi	stefndur	lkenvf
greiði	greiða	svg3en
stefnanda	stefnandi	nkeþ
4.680.078	4.680.078	ta
krónur	króna	nvfo
ásamt	ásamt	af
4,5%	4,5%	tp
ársvöxtum	ársvextir	nkfþ
af	af	af
3.927.618	3.927.618	ta
krónum	króna	nvfþ
frá	frá	af
19.	19.	ta
janúar	janúar	nkeþ
2001	2001	ta
til	til	af
1.	1.	ta
maí	maí	nkee
2001	2001	ta
en	en	c
af	af	af
4.680.078	4.680.078	ta
krónum	króna	nvfþ
frá	frá	af
þeim	sá	fakeþ
degi	dagur	nkeþ
til	til	af
16.	16.	ta
janúar	janúar	nkee
2007	2007	ta
en	en	c
með	með	af
dráttarvöxtum	dráttarvextir	nkfþ
skv.	skv.	ks
9.	9.	ta
gr.	gr.	ks
laga	lag	nhfe
nr.	nr.	ks
38/2001	38/2001	ta
um	um	af
vexti	vöxtur	nkfo
og	og	c
verðtryggingu	verðtrygging	nveo
frá	frá	af
þeim	sá	fakeþ
degi	dagur	nkeþ
til	til	af
greiðsludags	greiðsludagur	nkee
.	.	pl

Til	til	aa
enn	enn	aa
frekari	frekur	lkeevm
þrautavara	þrautavari	nkee
er	vera	sfg3en
þess	það	fphee
krafist	krefja	sþmhen
að	að	c
stefndi	stefndur	lkenvf
greiði	greiða	svg3en
stefnanda	stefnandi	nkeþ
2.061.666	2.061.666	ta
krónur	króna	nvfo
ásamt	ásamt	af
4,5%	4,5%	tp
ársvöxtum	ársvextir	nkfþ
af	af	af
1.309.206	1.309.206	ta
krónum	króna	nvfþ
frá	frá	af
19.	19.	ta
janúar	janúar	nkeþ
2001	2001	ta
til	til	af
1.	1.	ta
maí	maí	nkee
2001	2001	ta
en	en	c
af	af	af
2.061.666	2.061.666	ta
krónum	króna	nvfþ
frá	frá	af
þeim	sá	fakeþ
degi	dagur	nkeþ
til	til	af
16.	16.	ta
janúar	janúar	nkee
2007	2007	ta
en	en	c
með	með	af
dráttarvöxtum	dráttarvextir	nkfþ
skv.	skv.	ks
9.	9.	ta
gr.	gr.	ks
laga	lag	nhfe
nr.	nr.	ks
38/2001	38/2001	ta
um	um	af
vexti	vöxtur	nkfo
og	og	c
verðtryggingu	verðtrygging	nveo
frá	frá	af
þeim	sá	fakeþ
degi	dagur	nkeþ
til	til	af
greiðsludags	greiðsludagur	nkee
.	.	pl

Í	í	af
öllum	allur	fohfþ
tilvikum	tilvik	nhfþ
er	vera	sfg3en
krafist	krefja	sþmhen
málskostnaðar	málskostnaður	nkee
eins	eins	aa
og	og	c
að	að	c
málið	mál	nheng
væri	vera	svg3eþ
ekki	ekki	aa
gjafsóknarmál	gjafsóknarmál	nhen
.	.	pl

Af	af	af
hálfu	hálfa	nveþ
stefnda	stefndur	lkeevf
er	vera	sfg3en
þess	það	fphee
aðallega	aðallega	aa
krafist	krefja	sþmhen
að	að	c
hann	hann	fpken
verði	verða	svg3en
sýknaður	sýkna	sþgken
af	af	af
öllum	allur	fovfþ
dómkröfum	dómkrafa	nvfþ
stefnanda	stefnandi	nkee
.	.	pl

Til	til	af
vara	vari	nkee
er	vera	sfg3en
þess	það	fphee
krafist	krefja	sþmhen
að	að	c
dómkröfur	dómkrafa	nvfn
stefnanda	stefnandi	nkee
verði	verða	svg3fn
stórlega	stórlega	aa
lækkaðar	lækka	sþgvfn
.	.	pl

Í	í	af
báðum	báðir	fohfþ
tilvikum	tilvik	nhfþ
er	vera	sfg3en
gerð	gera	sþgven
krafa	krafa	nven
um	um	af
málskostnað	málskostnaður	nkeo
.	.	pl

Málavextir	málavextir	nkfn

Stefnandi	stefnandi	nken
var	vera	sfg3eþ
nemandi	nemandi	nken
í	í	af
Listaháskóla	Listaháskóli	nkeþ-s
Íslands	Ísland	nhee-s
á	á	af
hönnunarsviði	hönnunarsvið	nheþ
veturinn	vetur	nkeog
2000	2000	ta
til	til	af
2001	2001	ta
.	.	pl

Vikuna	vika	nveog
15.	15.	ta
til	til	af
19.	19.	ta
janúar	janúar	nkee
2001	2001	ta
var	vera	sfg3eþ
hún	hún	fpven
að	að	cn
vinna	vinna	sng
við	við	af
að	að	cn
móta	móta	sng
,	,	pk
smíða	smíða	sng
og	og	c
steypa	steypa	sng
grip	gripur	nheo
úr	úr	af
plasti	plast	nheþ
undir	undir	af
handleiðslu	handleiðsla	nveþ
kennara	kennari	nkee
.	.	pl

Smíði	smíði	nven
þessi	þessi	faven
var	vera	sfg3eþ
hluti	hluti	nken
af	af	af
náminu	nám	nheþg
.	.	pl

Skólinn	skóli	nkeng
lét	láta	sfg3eþ
henni	hún	fpveþ
í	í	af
té	té	nheo
öll	allur	fohfo
efni	efni	nhfo
og	og	c
tæki	tæki	nhfo
til	til	af
smíðinnar	smíði	nveeg
.	.	pl

Við	við	af
smíðina	smíði	nveog
var	vera	sfg3eþ
notað	nota	sþghen
tveggja	tveir	tfkfe
þátta	þáttur	nkfe
efni	efni	nhen
sem	sem	ct
kennarinn	kennari	nkeng
hafði	hafa	sfg3eþ
keypt	kaupa	sþghen
,	,	pk
Clear	Clear	e
casting	casting	e
resin	resin	e
prepolymer	prepolymer	e
og	og	c
Clear	Clear	e
casting	casting	e
resin	resin	e
curative	curative	e
og	og	c
var	vera	sfg3eþ
efnunum	efni	nhfþg
blandað	blanda	sþghen
saman	saman	aa
.	.	pl

Af	af	af
hálfu	hálfa	nveþ
stefnanda	stefnandi	nkee
er	vera	sfg3en
því	það	fpheþ
haldið	halda	sþghen
fram	fram	aa
að	að	c
engar	enginn	fovfn
aðvaranir	aðvörun	nvfn
hafi	hafa	svg3fn
verið	vera	sþghen
nefndar	nefna	sþgvfn
um	um	af
að	að	c
efnin	efni	nhfng
væru	vera	svg3fþ
eða	eða	c
gætu	geta	svg3fþ
verið	vera	sþghen
varasöm	varasamur	lhfnsf
eða	eða	c
hættuleg	hættulegur	lhfnsf
og	og	c
hafi	hafa	svg3fn
nemendur	nemandi	nkfn
meðhöndlað	meðhöndla	sþghen
efnin	efni	nhfog
án	án	af
sérstakra	sérstakur	lvfesf
varúðarráðstafana	varúðarráðstöfun	nvfe
.	.	pl

Af	af	af
hálfu	hálfa	nveþ
stefnda	stefndur	lkeevf
er	vera	sfg3en
því	það	fpheþ
haldið	halda	sþghen
fram	fram	aa
að	að	c
umræddur	umræddur	lkensf
kennari	kennari	nken
,	,	pk
Helgi	Helgi	nken-s
Skaftason	Skaftason	nken-s
,	,	pk
hafi	hafa	svg3en
varað	vara	sþghen
nemendur	nemandi	nkfo
sérstaklega	sérstaklega	aa
við	við	af
hættueiginleikum	hættueiginleiki	nkfþ
umræddra	umræddur	lhfesf
efna	efni	nhfe
og	og	c
leiðbeint	leiðbeina	sþghen
þeim	hann	fpkfþ
um	um	af
meðferð	meðferð	nveo
og	og	c
notkun	notkun	nveo
þeirra	það	fphfe
,	,	pk
þ.m.t.	þ.m.t.	ks
um	um	af
blöndun	blöndun	nveo
þeirra	það	fphfe
.	.	pl

Hann	hann	fpken
hafi	hafa	svg3en
leiðbeint	leiðbeina	sþghen
hverjum	hver	fokeþ
og	og	c
einum	einn	fokeþ
nemanda	nemandi	nkeþ
sérstaklega	sérstaklega	aa
og	og	c
leiðbeiningarskylda	leiðbeiningarskylda	nven
hans	hann	fpkee
hafi	hafa	svg3en
verið	vera	sþghen
í	í	af
fullu	fullur	lheþsf
samræmi	samræmi	nheþ
við	við	af
það	sá	faheo
sem	sem	ct
tíðkast	tíðka	sþmhen
hefði	hafa	svg3eþ
á	á	af
fyrri	fyrri	lhfþvm
námskeiðum	námskeið	nhfþ
hjá	hjá	af
honum	hann	fpkeþ
.	.	pl

Nokkrum	nokkur	fokfþ
dögum	dagur	nkfþ
eftir	eftir	af
að	að	c
áfanganum	áfangi	nkeþg
lauk	ljúka	sfg3eþ
hafi	hafa	svg3fn
nokkrir	nokkur	fokfn
nemendur	nemandi	nkfn
fengið	fá	sþghen
ofnæmisviðbrögð	ofnæmisviðbrögð	nhfo
og	og	c
leitað	leita	sþghen
læknishjálpar	læknishjálp	nvee
.	.	pl

Stefnandi	stefnandi	nken
hafi	hafa	svg3en
veikst	veikja	sþmhen
illa	illa	aa
og	og	c
hafi	hafa	svg3en
verið	vera	sþghen
undir	undir	af
læknishendi	læknishönd	nveþ
síðan	síðan	aa
.	.	pl

Þegar	þegar	c
stefnandi	stefnandi	nken
varð	verða	sfg3eþ
þess	það	fphee
áskynja	áskynja	lkenof
hvers	hver	fohee
kyns	kyn	nhee
var	vera	sfg3eþ
hafi	hafa	svg3en
hún	hún	fpven
látið	láta	sþghen
skólayfirvöld	skólayfirvöld	nhfo
vita	vita	sng
til	til	af
þess	það	fphee
að	að	c
hægt	hægur	lhensf
væri	vera	svg3eþ
að	að	cn
grípa	grípa	sng
til	til	af
viðeigandi	viðeigandi	lvfeof
ráðstafana	ráðstöfun	nvfe
.	.	pl

Við	við	af
nánari	náinn	lveovm
rannsókn	rannsókn	nveo
hafi	hafa	svg3en
komið	koma	sþghen
í	í	af
ljós	ljós	nheo
að	að	c
efnin	efni	nhfng
sem	sem	ct
notuð	nota	sþghfn
voru	vera	sfg3fþ
hafi	hafa	svg3fn
innihaldið	innihalda	sþghen
mjög	mjög	aa
hættulegt	hættulegur	lheosf
eitur	eitur	nheo
(	(	pa
dicyclohexylmethane-4	dicyclohexylmethane-4	e
,	,	pk
4	4	ta
'	'	pa
-diisocyanate	-diisocyanate	e
